CITY,STATE,ORDERNUMBER,QUANTITYORDERED,PRICEEACH,ORDERLINENUMBER,SALES,STATUS,QTR_ID,MONTH_ID,YEAR_ID,PRODUCTLINE,MSRP,PRODUCTCODE,CUSTOMERNAME,PHONE,ADDRESSLINE1,ADDRESSLINE2,POSTALCODE,COUNTRY,TERRITORY,CONTACTLASTNAME,CONTACTFIRSTNAME,DEALSIZE,QUANTITYORDERED_is_outlier,PRICEEACH_is_outlier,SALES_is_outlier,MSRP_is_outlier,QUANTITYORDERED_capped,PRICEEACH_capped,SALES_capped,MSRP_capped
Nantes,Nantes,10275,36,100.0,3,6901.92,Shipped,3,7,2004,Motorcycles,193,S10_4698,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Medium,false,false,false,false,36.0,100.0,6901.92,193.0
Cambridge,MA,10285,27,100.0,8,5438.07,Shipped,3,8,2004,Motorcycles,193,S10_4698,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,NOT PROVIDED,51247,USA,NA,Hernandez,Marta,Medium,false,false,false,false,27.0,100.0,5438.07,193.0
Helsinki,Helsinki,10299,29,100.0,11,6683.34,Shipped,3,9,2004,Motorcycles,193,S10_4698,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,NOT PROVIDED,21240,Finland,EMEA,Karttunen,Matti,Medium,false,false,false,false,29.0,100.0,6683.34,193.0
White Plains,NY,10308,20,100.0,1,4570.4,Shipped,4,10,2004,Motorcycles,193,S10_4698,Mini Classics,9145554562,3758 North Pendale Street,NOT PROVIDED,24067,USA,NA,Frick,Steve,Medium,false,false,false,false,20.0,100.0,4570.4,193.0
Allentown,PA,10318,37,100.0,3,7667.14,Shipped,4,11,2004,Motorcycles,193,S10_4698,Diecast Classics Inc.,2155551555,7586 Pompton St.,NOT PROVIDED,70267,USA,NA,Yu,Kyung,Large,false,false,false,false,37.0,100.0,7667.14,193.0
NYC,NY,10329,26,100.0,3,5868.2,Shipped,4,11,2004,Motorcycles,193,S10_4698,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NOT PROVIDED,10022,USA,NA,Yu,Kwai,Medium,false,false,false,false,26.0,100.0,5868.2,193.0
Minato-ku,Tokyo,10339,39,76.67,3,2990.13,Shipped,4,11,2004,Motorcycles,193,S10_4698,"Tokyo Collectables, Ltd",+81 3 3584 0555,2-2-8 Roppongi,NOT PROVIDED,106-0032,Japan,Japan,Shimamura,Akiko,Small,false,false,false,false,39.0,76.67,2990.13,193.0
Burlingame,CA,10362,22,100.0,4,3664.1,Shipped,1,1,2005,Motorcycles,193,S10_4698,Technics Stores Inc.,6505556809,9408 Furth Circle,NOT PROVIDED,94217,USA,NA,Hirano,Juri,Medium,false,false,false,false,22.0,100.0,3664.1,193.0
South Brisbane,Queensland,10374,22,100.0,1,3834.38,Shipped,1,2,2005,Motorcycles,193,S10_4698,"Australian Gift Network, Co",61-7-3844-6555,31 Duncan St. West End,NOT PROVIDED,4101,Australia,APAC,Calaghan,Tony,Medium,false,false,false,false,22.0,100.0,3834.38,193.0
New Bedford,MA,10388,21,86.77,7,1822.17,Shipped,1,3,2005,Motorcycles,193,S10_4698,FunGiftIdeas.com,5085552555,1785 First Street,NOT PROVIDED,50553,USA,NA,Benitez,Violeta,Small,false,false,false,false,21.0,86.77,1822.17,193.0
Liverpool,Liverpool,10403,66,100.0,9,11886.6,Shipped,2,4,2005,Motorcycles,193,S10_4698,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,NOT PROVIDED,WX1 6LT,UK,EMEA,Devon,Elizabeth,Large,false,false,true,false,66.0,100.0,7820.545000000001,193.0
Madrid,Madrid,10417,56,100.0,4,9218.16,Disputed,2,5,2005,Motorcycles,193,S10_4698,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Large,false,false,true,false,56.0,100.0,7820.545000000001,193.0
Kobenhavn,Kobenhavn,10105,50,100.0,2,7208.0,Shipped,1,2,2003,Classic Cars,136,S10_4757,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,NOT PROVIDED,1734,Denmark,EMEA,Petersen,Jytte,Large,false,false,false,false,50.0,100.0,7208.0,136.0
Salzburg,Salzburg,10119,46,100.0,11,5004.8,Shipped,2,4,2003,Classic Cars,136,S10_4757,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Medium,false,false,false,false,46.0,100.0,5004.8,136.0
London,London,10129,33,100.0,2,4398.24,Shipped,2,6,2003,Classic Cars,136,S10_4757,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,NOT PROVIDED,WX3 6FW,UK,EMEA,Brown,Ann,Medium,false,false,false,false,33.0,100.0,4398.24,136.0
New Bedford,MA,10143,49,100.0,15,5597.76,Shipped,3,8,2003,Classic Cars,136,S10_4757,Mini Creations Ltd.,5085559555,4575 Hillside Dr.,NOT PROVIDED,50553,USA,NA,Tam,Wing C,Medium,false,false,false,false,49.0,100.0,5597.76,136.0
Helsinki,Helsinki,10155,32,100.0,13,4526.08,Shipped,4,10,2003,Classic Cars,136,S10_4757,"Toys of Finland, Co.",90-224 8555,Keskuskatu 45,NOT PROVIDED,21240,Finland,EMEA,Karttunen,Matti,Medium,false,false,false,false,32.0,100.0,4526.08,136.0
Boras,Boras,10167,44,100.0,9,5924.16,Cancelled,4,10,2003,Classic Cars,136,S10_4757,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,false,false,false,false,44.0,100.0,5924.16,136.0
Toulouse,Toulouse,10178,24,100.0,12,3492.48,Shipped,4,11,2003,Classic Cars,136,S10_4757,Alpha Cognac,61.77.6555,1 rue Alsace-Lorraine,NOT PROVIDED,31000,France,EMEA,Roulet,Annette,Medium,false,false,false,false,24.0,100.0,3492.48,136.0
London,London,10186,26,100.0,9,3854.24,Shipped,4,11,2003,Classic Cars,136,S10_4757,"Double Decker Gift Stores, Ltd",(171) 555-7555,120 Hanover Sq.,NOT PROVIDED,WA1 1DP,UK,EMEA,Hardy,Thomas,Medium,false,false,false,false,26.0,100.0,3854.24,136.0
Barcelona,Barcelona,10197,45,100.0,6,5324.4,Shipped,4,11,2003,Classic Cars,136,S10_4757,Enaco Distributors,(93) 203 4555,"Rambla de Catalu�a, 23",NOT PROVIDED,8022,Spain,EMEA,Saavedra,Eduardo,Medium,false,false,false,false,45.0,100.0,5324.4,136.0
Los Angeles,CA,10209,39,100.0,8,5197.92,Shipped,1,1,2004,Classic Cars,136,S10_4757,"Men 'R' US Retailers, Ltd.",2155554369,6047 Douglas Av.,NOT PROVIDED,CA00000,USA,NA,Chandler,Michael,Medium,false,false,false,false,39.0,100.0,5197.92,136.0
San Diego,CA,10222,49,100.0,12,5997.6,Shipped,1,2,2004,Classic Cars,136,S10_4757,Collectable Mini Designs Co.,7605558146,361 Furth Circle,NOT PROVIDED,91217,USA,NA,Thompson,Valarie,Medium,false,false,false,false,49.0,100.0,5997.6,136.0
NYC,NY,10248,20,100.0,3,2910.4,Cancelled,2,5,2004,Classic Cars,136,S10_4757,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NOT PROVIDED,10022,USA,NA,Yu,Kwai,Small,false,false,false,false,20.0,100.0,2910.4,136.0
Montreal,Quebec,10261,27,100.0,1,3378.24,Shipped,2,6,2004,Classic Cars,136,S10_4757,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,NOT PROVIDED,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,false,false,false,false,27.0,100.0,3378.24,136.0
Bruxelles,Bruxelles,10273,30,100.0,4,3508.8,Shipped,3,7,2004,Classic Cars,136,S10_4757,Petit Auto,(02) 5554 67,Rue Joseph-Bens 532,NOT PROVIDED,B-1180,Belgium,EMEA,Dewey,Catherine,Medium,false,false,false,false,30.0,100.0,3508.8,136.0
Tsawassen,BC,10283,25,100.0,6,2992.0,Shipped,3,8,2004,Classic Cars,136,S10_4757,"Royal Canadian Collectables, Ltd.",(604) 555-4555,23 Tsawassen Blvd.,NOT PROVIDED,T2F 8M4,Canada,NA,Lincoln,Elizabeth,Small,false,false,false,false,25.0,100.0,2992.0,136.0
Boston,MA,10295,24,100.0,1,3427.2,Shipped,3,9,2004,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Medium,false,false,false,false,24.0,100.0,3427.2,136.0
Philadelphia,PA,10307,22,100.0,9,2692.8,Shipped,4,10,2004,Classic Cars,136,S10_4757,"Classic Gift Ideas, Inc",2155554695,782 First Street,NOT PROVIDED,71270,USA,NA,Cervantes,Francisca,Small,false,false,false,false,22.0,100.0,2692.8,136.0
Cowes,Isle of Wight,10316,33,100.0,17,4128.96,Shipped,4,11,2004,Classic Cars,136,S10_4757,giftsbymail.co.uk,(198) 555-8888,Garden House Crowther Way,NOT PROVIDED,PO31 7PJ,UK,EMEA,Bennett,Helen,Medium,false,false,false,false,33.0,100.0,4128.96,136.0
Stavern,Stavern,10325,47,64.93,6,3051.71,Shipped,4,11,2004,Classic Cars,136,S10_4757,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,NOT PROVIDED,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,false,false,false,false,47.0,64.93,3051.71,136.0
NYC,NY,10337,25,48.05,8,1201.25,Shipped,4,11,2004,Classic Cars,136,S10_4757,Classic Legends Inc.,2125558493,5905 Pompton St.,Suite 750,10022,USA,NA,Hernandez,Maria,Small,false,false,false,false,25.0,48.05,1201.25,136.0
Madrid,Madrid,10350,26,75.47,5,1962.22,Shipped,4,12,2004,Classic Cars,136,S10_4757,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Small,false,false,false,false,26.0,75.47,1962.22,136.0
Reims,Reims,10359,48,54.68,6,2624.64,Shipped,4,12,2004,Classic Cars,136,S10_4757,Reims Collectables,26.47.1555,59 rue de l'Abbaye,NOT PROVIDED,51100,France,EMEA,Henriot,Paul,Small,false,false,false,false,48.0,54.68,2624.64,136.0
Oulu,Oulu,10373,39,100.0,3,4046.25,Shipped,1,1,2005,Classic Cars,136,S10_4757,"Oulu Toy Supplies, Inc.",981-443655,Torikatu 38,NOT PROVIDED,90110,Finland,EMEA,Koskitalo,Pirkko,Medium,false,false,false,false,39.0,100.0,4046.25,136.0
San Francisco,CA,10384,34,100.0,4,4846.7,Shipped,1,2,2005,Classic Cars,136,S10_4757,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,NOT PROVIDED,CA00000,USA,NA,Brown,Julie,Medium,false,false,false,false,34.0,100.0,4846.7,136.0
Paris,Paris,10395,32,100.0,2,3370.56,Shipped,1,3,2005,Classic Cars,136,S10_4757,Lyon Souveniers,+33 1 46 62 7555,27 rue du Colonel Pierre Avia,NOT PROVIDED,75508,France,EMEA,Da Cunha,Daniel,Medium,false,false,false,false,32.0,100.0,3370.56,136.0
San Jose,CA,10400,64,100.0,9,9661.44,Shipped,2,4,2005,Classic Cars,136,S10_4757,The Sharp Gifts Warehouse,4085553659,3086 Ingle Ln.,NOT PROVIDED,94217,USA,NA,Frick,Sue,Large,false,false,true,false,64.0,100.0,7820.545000000001,136.0
Boston,MA,10414,19,100.0,3,2764.88,On Hold,2,5,2005,Classic Cars,136,S10_4757,Gifts4AllAges.com,6175559555,8616 Spinnaker Dr.,NOT PROVIDED,51003,USA,NA,Yoshido,Juri,Small,false,false,false,false,19.0,100.0,2764.88,136.0
Stavern,Stavern,10103,42,100.0,4,5398.26,Shipped,1,1,2003,Classic Cars,147,S10_4962,Baane Mini Imports,07-98 9555,Erling Skakkes gate 78,NOT PROVIDED,4110,Norway,EMEA,Bergulfsen,Jonas,Medium,false,false,false,false,42.0,100.0,5398.26,147.0
Paris,Paris,10114,31,100.0,8,4305.28,Shipped,2,4,2003,Classic Cars,147,S10_4962,"La Corne D'abondance, Co.",(1) 42.34.2555,"265, boulevard Charonne",NOT PROVIDED,75012,France,EMEA,Bertrand,Marie,Medium,false,false,false,false,31.0,100.0,4305.28,147.0
Madrid,Madrid,10126,22,100.0,4,3347.74,Shipped,2,5,2003,Classic Cars,147,S10_4962,"Corrida Auto Replicas, Ltd",(91) 555 22 82,"C/ Araquil, 67",NOT PROVIDED,28023,Spain,EMEA,Sommer,Mart�n,Medium,false,false,false,false,22.0,100.0,3347.74,147.0
Burlingame,CA,10140,26,100.0,4,3188.12,Shipped,3,7,2003,Classic Cars,147,S10_4962,Technics Stores Inc.,6505556809,9408 Furth Circle,NOT PROVIDED,94217,USA,NA,Hirano,Juri,Medium,false,false,false,false,26.0,100.0,3188.12,147.0
Singapore,Singapore,10150,20,100.0,1,3191.2,Shipped,3,9,2003,Classic Cars,147,S10_4962,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",NOT PROVIDED,79903,Singapore,Japan,Natividad,Eric,Medium,false,false,false,false,20.0,100.0,3191.2,147.0
Graz,Graz,10164,21,100.0,2,3536.82,Resolved,4,10,2003,Classic Cars,147,S10_4962,Mini Auto Werke,7675-3555,Kirchgasse 6,NOT PROVIDED,8010,Austria,EMEA,Mendel,Roland,Medium,false,false,false,false,21.0,100.0,3536.82,147.0
London,London,10175,33,100.0,9,5362.83,Shipped,4,11,2003,Classic Cars,147,S10_4962,"Stylish Desk Decors, Co.",(171) 555-0297,35 King George,NOT PROVIDED,WX3 6FW,UK,EMEA,Brown,Ann,Medium,false,false,false,false,33.0,100.0,5362.83,147.0
Philadelphia,PA,10183,28,100.0,1,3433.36,Shipped,4,11,2003,Classic Cars,147,S10_4962,"Classic Gift Ideas, Inc",2155554695,782 First Street,NOT PROVIDED,71270,USA,NA,Cervantes,Francisca,Medium,false,false,false,false,28.0,100.0,3433.36,147.0
Lyon,Lyon,10194,26,100.0,4,4263.74,Shipped,4,11,2003,Classic Cars,147,S10_4962,"Saveley & Henriot, Co.",78.32.5555,"2, rue du Commerce",NOT PROVIDED,69004,France,EMEA,Saveley,Mary,Medium,false,false,false,false,26.0,100.0,4263.74,147.0
Boston,MA,10207,31,100.0,15,4076.19,Shipped,4,12,2003,Classic Cars,147,S10_4962,Diecast Collectables,6175552555,6251 Ingle Ln.,NOT PROVIDED,51003,USA,NA,Franco,Valarie,Medium,false,false,false,false,31.0,100.0,4076.19,147.0
Singapore,Singapore,10217,48,100.0,4,7020.48,Shipped,1,2,2004,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,69045,Singapore,APAC,Victorino,Wendy,Large,false,false,false,false,48.0,100.0,7020.48,147.0
San Rafael,CA,10229,50,100.0,9,6426.5,Shipped,1,3,2004,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,50.0,100.0,6426.5,147.0
New Haven,CT,10245,28,100.0,2,4591.72,Shipped,2,5,2004,Classic Cars,147,S10_4962,Super Scale Inc.,2035559545,567 North Pendale Street,NOT PROVIDED,97823,USA,NA,Murphy,Leslie,Medium,false,false,false,false,28.0,100.0,4591.72,147.0
Singapore,Singapore,10259,26,100.0,12,4033.38,Shipped,2,6,2004,Classic Cars,147,S10_4962,Handji Gifts& Co,+65 224 1555,Village Close - 106 Linden Road Sandown,2nd Floor,69045,Singapore,APAC,Victorino,Wendy,Medium,false,false,false,false,26.0,100.0,4033.38,147.0
Chatswood,NSW,10270,32,100.0,2,4302.08,Shipped,3,7,2004,Classic Cars,147,S10_4962,Souveniers And Things Co.,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Level 6,2067,Australia,APAC,Huxley,Adrian,Medium,false,false,false,false,32.0,100.0,4302.08,147.0
Allentown,PA,10281,44,100.0,9,7020.64,Shipped,3,8,2004,Classic Cars,147,S10_4962,Diecast Classics Inc.,2155551555,7586 Pompton St.,NOT PROVIDED,70267,USA,NA,Yu,Kyung,Large,false,false,false,false,44.0,100.0,7020.64,147.0
Boras,Boras,10291,30,100.0,4,3855.9,Shipped,3,9,2004,Classic Cars,147,S10_4962,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Medium,false,false,false,false,30.0,100.0,3855.9,147.0
Cambridge,MA,10305,38,100.0,13,6680.78,Shipped,4,10,2004,Classic Cars,147,S10_4962,Marta's Replicas Co.,6175558555,39323 Spinnaker Dr.,NOT PROVIDED,51247,USA,NA,Hernandez,Marta,Medium,false,false,false,false,38.0,100.0,6680.78,147.0
Vancouver,BC,10313,40,100.0,7,6678.0,Shipped,4,10,2004,Classic Cars,147,S10_4962,Canadian Gift Exchange Network,(604) 555-3392,1900 Oak St.,NOT PROVIDED,V3F 2K1,Canada,NA,Tannamuri,Yoshi,Medium,false,false,false,false,40.0,100.0,6678.0,147.0
Nashua,NH,10322,46,61.99,8,2851.54,Shipped,4,11,2004,Classic Cars,147,S10_4962,Online Diecast Creations Co.,6035558647,2304 Long Airport Avenue,NOT PROVIDED,62005,USA,NA,Young,Valarie,Small,false,false,false,false,46.0,61.99,2851.54,147.0
Lule,Lule,10334,26,100.0,2,3188.12,On Hold,4,11,2004,Classic Cars,147,S10_4962,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,NOT PROVIDED,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,false,false,false,false,26.0,100.0,3188.12,147.0
Melbourne,Victoria,10347,27,100.0,2,4428.0,Shipped,4,11,2004,Classic Cars,147,S10_4962,"Australian Collectors, Co.",03 9520 4555,636 St Kilda Road,Level 3,3004,Australia,APAC,Ferguson,Peter,Medium,false,false,false,false,27.0,100.0,4428.0,147.0
San Rafael,CA,10357,43,100.0,9,5780.92,Shipped,4,12,2004,Classic Cars,147,S10_4962,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Medium,false,false,false,false,43.0,100.0,5780.92,147.0
North Sydney,NSW,10370,35,65.63,4,2297.05,Shipped,1,1,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Small,false,false,false,false,35.0,65.63,2297.05,147.0
San Francisco,CA,10381,37,100.0,6,6231.54,Shipped,1,2,2005,Classic Cars,147,S10_4962,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,NOT PROVIDED,CA00000,USA,NA,Brown,Julie,Medium,false,false,false,false,37.0,100.0,6231.54,147.0
North Sydney,NSW,10391,37,46.9,7,1735.3,Shipped,1,3,2005,Classic Cars,147,S10_4962,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Small,false,false,false,false,37.0,46.9,1735.3,147.0
Montreal,Quebec,10411,27,100.0,2,4427.73,Shipped,2,5,2005,Classic Cars,147,S10_4962,Quebec Home Shopping Network,(514) 555-8054,43 rue St. Laurent,NOT PROVIDED,H1J 1C3,Canada,NA,Fresnisre,Jean,Medium,false,false,false,false,27.0,100.0,4427.73,147.0
Nantes,Nantes,10425,38,100.0,12,5894.94,In Process,2,5,2005,Classic Cars,147,S10_4962,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Medium,false,false,false,false,38.0,100.0,5894.94,147.0
Makati City,Makati City,10108,33,100.0,6,5265.15,Shipped,1,3,2003,Classic Cars,194,S12_1099,Cruz & Sons Co.,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,NOT PROVIDED,1227 MM,Philippines,Japan,Cruz,Arnold,Medium,false,false,false,false,33.0,100.0,5265.15,194.0
Marseille,Marseille,10122,42,100.0,10,7599.9,Shipped,2,5,2003,Classic Cars,194,S12_1099,Marseille Mini Autos,91.24.4555,"12, rue des Bouchers",NOT PROVIDED,13008,France,EMEA,Lebihan,Laurence,Large,false,false,false,false,42.0,100.0,7599.9,194.0
San Rafael,CA,10135,42,100.0,7,8008.56,Shipped,3,7,2003,Classic Cars,194,S12_1099,Mini Gifts Distributors Ltd.,4155551450,5677 Strong St.,NOT PROVIDED,97562,USA,NA,Nelson,Valarie,Large,false,false,true,false,42.0,100.0,7820.545000000001,194.0
Brickhaven,MA,10147,48,100.0,7,9245.76,Shipped,3,9,2003,Classic Cars,194,S12_1099,Collectables For Less Inc.,6175558555,7825 Douglas Av.,NOT PROVIDED,58339,USA,NA,Nelson,Allen,Large,false,false,true,false,48.0,100.0,7820.545000000001,194.0
San Francisco,CA,10159,41,100.0,2,8296.35,Shipped,4,10,2003,Classic Cars,194,S12_1099,Corporate Gift Ideas Co.,6505551386,7734 Strong St.,NOT PROVIDED,CA00000,USA,NA,Brown,Julie,Large,false,false,true,false,41.0,100.0,7820.545000000001,194.0
North Sydney,NSW,10169,30,100.0,2,5019.9,Shipped,4,11,2003,Classic Cars,194,S12_1099,"Anna's Decorations, Ltd",02 9936 8555,201 Miller Street,Level 15,2060,Australia,APAC,O'Hara,Anna,Medium,false,false,false,false,30.0,100.0,5019.9,194.0
Bergen,Bergen,10181,27,100.0,14,5411.07,Shipped,4,11,2003,Classic Cars,194,S12_1099,Herkku Gifts,+47 2267 3215,"Drammen 121, PR 744 Sentrum",NOT PROVIDED,N 5804,Norway,EMEA,Oeztan,Veysel,Medium,false,false,false,false,27.0,100.0,5411.07,194.0
Koln,Koln,10191,21,100.0,3,3840.9,Shipped,4,11,2003,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,NOT PROVIDED,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,false,false,false,false,21.0,100.0,3840.9,194.0
Madrid,Madrid,10203,20,100.0,8,3930.4,Shipped,4,12,2003,Classic Cars,194,S12_1099,Euro Shopping Channel,(91) 555 94 44,"C/ Moralzarzal, 86",NOT PROVIDED,28034,Spain,EMEA,Freyre,Diego,Medium,false,false,false,false,20.0,100.0,3930.4,194.0
Paris,Paris,10211,41,100.0,2,7498.9,Shipped,1,1,2004,Classic Cars,194,S12_1099,Auto Canal Petit,(1) 47.55.6555,"25, rue Lauriston",NOT PROVIDED,75016,France,EMEA,Perrier,Dominique,Large,false,false,false,false,41.0,100.0,7498.9,194.0
Gensve,Gensve,10225,27,100.0,9,4517.91,Shipped,1,2,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,NOT PROVIDED,1203,Switzerland,EMEA,Holz,Michael,Medium,false,false,false,false,27.0,100.0,4517.91,194.0
Kobenhavn,Kobenhavn,10238,28,100.0,3,5774.72,Shipped,2,4,2004,Classic Cars,194,S12_1099,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,NOT PROVIDED,1734,Denmark,EMEA,Petersen,Jytte,Medium,false,false,false,false,28.0,100.0,5774.72,194.0
Liverpool,Liverpool,10253,24,100.0,13,3922.56,Cancelled,2,6,2004,Classic Cars,194,S12_1099,"UK Collectables, Ltd.",(171) 555-2282,Berkeley Gardens 12  Brewery,NOT PROVIDED,WX1 6LT,UK,EMEA,Devon,Elizabeth,Medium,false,false,false,false,24.0,100.0,3922.56,194.0
Reggio Emilia,Reggio Emilia,10266,44,100.0,14,9160.36,Shipped,3,7,2004,Classic Cars,194,S12_1099,L'ordine Souveniers,0522-556555,Strada Provinciale 124,NOT PROVIDED,42100,Italy,EMEA,Moroni,Maurizio,Large,false,false,true,false,44.0,100.0,7820.545000000001,194.0
Brickhaven,MA,10276,50,100.0,3,9631.0,Shipped,3,8,2004,Classic Cars,194,S12_1099,Online Mini Collectables,6175557555,7635 Spinnaker Dr.,NOT PROVIDED,58339,USA,NA,Barajas,Miguel,Large,false,false,true,false,50.0,100.0,7820.545000000001,194.0
Gensve,Gensve,10287,21,100.0,12,3432.24,Shipped,3,8,2004,Classic Cars,194,S12_1099,"Vida Sport, Ltd",0897-034555,Grenzacherweg 237,NOT PROVIDED,1203,Switzerland,EMEA,Holz,Michael,Medium,false,false,false,false,21.0,100.0,3432.24,194.0
Frankfurt,Frankfurt,10300,33,100.0,5,5521.89,Shipped,4,10,2003,Classic Cars,194,S12_1099,"Blauer See Auto, Co.",+49 69 66 90 2555,Lyonerstr. 34,NOT PROVIDED,60528,Germany,EMEA,Keitel,Roland,Medium,false,false,false,false,33.0,100.0,5521.89,194.0
Koln,Koln,10310,33,100.0,10,6934.62,Shipped,4,10,2004,Classic Cars,194,S12_1099,"Toms Spezialitten, Ltd",0221-5554327,Mehrheimerstr. 369,NOT PROVIDED,50739,Germany,EMEA,Pfalzheim,Henriette,Medium,false,false,false,false,33.0,100.0,6934.62,194.0
Lule,Lule,10320,31,100.0,3,6876.11,Shipped,4,11,2004,Classic Cars,194,S12_1099,"Volvo Model Replicas, Co",0921-12 3555,Berguvsv�gen  8,NOT PROVIDED,S-958 22,Sweden,EMEA,Berglund,Christina,Medium,false,false,false,false,31.0,100.0,6876.11,194.0
NYC,NY,10329,41,71.47,5,2930.27,Shipped,4,11,2004,Classic Cars,194,S12_1099,Land of Toys Inc.,2125557818,897 Long Airport Avenue,NOT PROVIDED,10022,USA,NA,Yu,Kwai,Small,false,false,false,false,41.0,71.47,2930.27,194.0
Salzburg,Salzburg,10341,45,79.65,2,3584.25,Shipped,4,11,2004,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Medium,false,false,false,false,45.0,79.65,3584.25,194.0
Espoo,Espoo,10363,33,85.39,3,2817.87,Shipped,1,1,2005,Classic Cars,194,S12_1099,Suominen Souveniers,+358 9 8045 555,"Software Engineering Center, SEC Oy",NOT PROVIDED,FIN-02271,Finland,EMEA,Suominen,Kalle,Small,false,false,false,false,33.0,85.39,2817.87,194.0
Nantes,Nantes,10375,45,76.0,7,3420.0,Shipped,1,2,2005,Classic Cars,194,S12_1099,La Rochelle Gifts,40.67.8555,"67, rue des Cinquante Otages",NOT PROVIDED,44000,France,EMEA,Labrune,Janine,Medium,false,false,false,false,45.0,76.0,3420.0,194.0
Boras,Boras,10389,26,99.04,4,2575.04,Shipped,1,3,2005,Classic Cars,194,S12_1099,Scandinavian Gift Ideas,0695-34 6555,?kergatan 24,NOT PROVIDED,S-844 67,Sweden,EMEA,Larsson,Maria,Small,false,false,false,false,26.0,99.04,2575.04,194.0
Salzburg,Salzburg,10419,12,100.0,13,1961.28,Shipped,2,5,2005,Classic Cars,194,S12_1099,Salzburg Collectables,6562-9555,Geislweg 14,NOT PROVIDED,5020,Austria,EMEA,Pipps,Georg,Small,false,false,false,false,12.0,100.0,1961.28,194.0
Kobenhavn,Kobenhavn,10105,41,100.0,15,8690.36,Shipped,1,2,2003,Classic Cars,207,S12_1108,Danish Wholesale Imports,31 12 3555,Vinb'ltet 34,NOT PROVIDED,1734,Denmark,EMEA,Petersen,Jytte,Large,false,false,true,false,41.0,100.0,7820.545000000001,207.0
Singapore,Singapore,10117,33,100.0,9,6034.38,Shipped,2,4,2003,Classic Cars,207,S12_1108,"Dragon Souveniers, Ltd.",+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",NOT PROVIDED,79903,Singapore,Japan,Natividad,Eric,Medium,false,false,false,false,33.0,100.0,6034.38,207.0
